Bank_id,Year,Net_interest_income,roa,dep_ratio,prov_npa,total_staff,inflation,roa_risk,nii_opinc,loanratio,equityratio,log_ta,tagr,gdp_grth,gfce,roa_risk_5yr,govt_exp,repo,hhi_nii,diverse
61,2005,96.14,0.47,88.63,37.73,6873,3.77,0.4739102,7.269181,47.15727,6.81903,10.10327,-99.699,7.92343,10.3661,0.2199666,13.69,6,0.440328,-13773.12
61,2006,110.85,0.67,88.79,82,6833,4.25,0.6755741,7.531338,54.75867,6.803551,10.18297,7.97,8.06073,9.80247,0.3135695,13.58,6.5,0.636878,-13494.45
61,2007,160.21,0.96,87.95,71.57,6847,5.8,0.9679867,9.496178,59.62307,7.012124,10.26279,7.982,7.66082,9.86212,0.4492935,14.29,7,0.480178,-12763.34
61,2008,245.01,1.09,87.29,30,7558,6.37,1.099068,10.76669,57.64628,6.963093,10.39684,13.405,3.0867,10.5385,0.5101354,15.7,7,0.359987,-11557.4
61,2009,261.48,1.09,87.56,55.8,7627,8.35,1.099068,9.465991,55.52826,6.958432,10.53724,14.04,7.86189,11.4597,0.5101354,15.82,5,0.300348,-11662.11
61,2010,416.24,1.2,87.52,150,7790,10.88,1.209983,14.37417,54.19265,7.075645,10.65836,12.112,8.49758,11.0076,0.561617,15.38,4.25,0.326598,-11349.45
61,2011,364.76,1.22,88.45,130,7938,11.99,1.23015,10.99019,51.86023,6.887383,10.82989,17.153,5.24131,11.0845,0.7354866,14.93,6.5,0.308401,-12636.09
61,2012,334.12,1.56,88.51,90,9258,8.86,1.572978,7.650056,54.88278,6.791493,11.00658,,5.45639,10.6839,0.9404582,14.18,8.5,0.365184,-12315.57
61,2013,483.73,1.7,89.51,189.34,9400,9.31,1.714143,8.589704,54.6398,6.780687,11.18085,17.427,6.38611,10.2952,1.024858,13.88,7.9,0.28956,-11947.8
61,2014,390.26,1.74,88.19,85.35,9371,11.06,1.754476,6.523611,58.99868,7.280119,11.27238,9.153,7.41023,10.4409,1.048973,13.34,7.75,0.316237,-12837.15
61,2015,593.97,0.7,86.6,834.15,9283,6.65,0.7058237,9.50953,58.71906,8.046871,11.23758,,7.99625,10.4283,0.4220005,13,8,0.339544,-12869.63
61,2016,504.03,0.57,86.45,896.73,10141,4.91,0.5747421,8.688075,62.53207,8.003158,11.29313,5.555,8.25631,10.3085,0.2250662,12.8,6.75,0.317075,-13990.01
61,2017,492.86,-2.04,88.35,2359.97,10033,4.95,-2.056972,9.01322,60.73752,6.920973,11.3147,2.157,6.79538,10.7672,-0.8055,12.53,6.25,0.31223,-15029.49
61,2018,495.31,0.25,89.21,1390.18,10072,3.33,0.2520799,9.6505,63.45663,6.869633,11.40409,8.939,6.53299,10.7885,0.0987132,12.2,6,0.415431,-16735.65
61,2019,812.63,0.49,88.4,1166.66,10502,3.95,0.4940766,13.52236,65.35246,6.53421,11.52689,12.28,4.04155,11.228,0.1934779,13.21,6.5,0.345759,-16495.05
61,2020,545.92,-1.1,89.82,2701.71,11740,3.72,-1.109151,8.714266,59.15112,5.872468,11.59793,7.104,-7.96461,12.6008,-0.4343382,17.6,5.25,0.42031,-18252.5
62,2005,92.71,3.58,71.13,,67,3.77,3.739926,87.69391,11.46964,20.34944,7.176102,-442.183,7.92343,10.3661,1.67549,13.69,6,0.711385,-9117.907
62,2006,100.83,2.53,63.42,,82,4.25,2.64302,54.76022,2.627001,18.91545,7.965445,,8.06073,9.80247,1.184076,13.58,6.5,0.760071,-7665.481
62,2007,171.89,1.71,26.72,44.39,155,5.8,1.786389,45.1629,12.81554,19.4251,8.738186,77.2741,7.66082,9.86212,0.8003041,14.29,7,0.825188,-7423.147
62,2008,384.32,3.07,40.9,54.64,160,6.37,3.207143,54.30857,13.07645,25.52484,8.999749,26.1563,3.0867,10.5385,1.436803,15.7,7,0.42853,-7016.39
62,2009,720.94,4.21,34.06,-24.31,175,8.35,4.398069,65.7606,6.67111,23.84944,9.2621,26.2351,7.86189,11.4597,1.970339,15.82,5,0.444019,-6514.78
62,2010,-101,0.09,49.47,15.39,182,10.88,0.0940205,-58.0093,8.44319,24.83034,9.391691,12.9591,8.49758,11.0076,0.0421213,15.38,4.25,5.12004,-66677.98
62,2011,541.68,3.56,42.66,-38.5,221,11.99,3.719033,50.30087,23.14218,26.24246,9.613326,22.1635,5.24131,11.0845,2.146174,14.93,6.5,0.783438,-7245.85
62,2012,346.8,2.9,42.67,,256,8.86,3.029549,26.07068,21.85379,24.51486,9.93912,32.5794,5.45639,10.6839,1.748288,14.18,8.5,0.542358,-8718.753
62,2013,562.02,3.07,40.92,-2.48,243,9.31,3.207143,29.68233,21.09169,22.70582,10.14012,20.1,6.38611,10.2952,1.850774,13.88,7.9,0.417162,-7539.333
62,2014,915.44,3.51,46.6,-1,238,11.06,3.666799,41.04431,15.53129,23.0478,10.2574,11.728,7.41023,10.4409,2.116031,13.34,7.75,0.731552,-6434.893
62,2015,874.69,3.6,52.11,-23.41,243,6.65,3.760819,36.90613,18.07528,22.165,10.25952,0.212,7.99625,10.4283,2.170288,13,8,0.470699,-6700.976
62,2016,786.86,2.4,54.13,,257,4.91,2.507213,32.81975,32.70587,22.86967,10.33357,7.405,8.25631,10.3085,0.9476471,12.8,6.75,0.615479,-7010.209
62,2017,993.13,2.54,37.68,,286,4.95,2.653467,39.64639,18.2962,16.89821,10.69318,35.961,6.79538,10.7672,1.002926,12.53,6.25,0.444336,-6704.838
62,2018,1159.13,2.63,34.33,,287,3.33,2.747488,48.11445,27.71407,21.67431,10.71763,2.445,6.53299,10.7885,1.038463,12.2,6,0.534409,-6562.876
62,2019,1130.31,2.61,44.15,,295,3.95,2.726594,36.4178,25.6642,22.40618,10.89251,17.488,4.04155,11.228,1.030566,13.21,6.5,0.632918,-7156.509
62,2020,937.42,2.17,30.69,,331,3.72,2.266938,30.13728,15.87286,15.73185,11.43501,54.25,-7.96461,12.6008,0.8568309,17.6,5.25,0.42026,-8214.275
63,2009,0.14,-0.26,1.83,,17,8.35,-0.0268777,,8.523229,,4.729333,-670.568,7.86189,11.4597,-0.1216837,15.82,5,0.591837,
63,2010,0.27,-1.16,7.16,,16,10.88,-0.1199161,-12.38532,8.045018,,4.787075,,8.49758,11.0076,-0.5428963,15.38,4.25,0.352538,-57708.36
63,2011,0.46,-1.03,5.89,,16,11.99,-0.1064772,-32.62411,45.23909,,4.782563,-0.4512,5.24131,11.0845,-0.6209436,14.93,6.5,0.375236,-239152
63,2012,0.87,0.76,6.23,0.77,26,8.86,0.0785657,28.71287,65.48916,92.08711,4.790071,0.7508,5.45639,10.6839,0.458172,14.18,8.5,0.653851,-156626.9
63,2013,2.37,2.01,7.59,,19,9.31,0.2077857,42.32143,67.5521,85.06984,4.875274,8.5203,6.38611,10.2952,1.211744,13.88,7.9,0.497089,-59133.25
63,2014,4.62,1.87,15.26,,22,11.06,0.193313,58.40708,77.10303,70.16456,5.092891,21.7617,7.41023,10.4409,1.127344,13.34,7.75,0.434615,-41216.3
63,2015,2.14,0.15,7.38,3.23,16,6.65,0.0155064,32.13213,31.37208,90.10677,4.839847,-25.3044,7.99625,10.4283,0.0904287,13,8,0.48561,-54152.73
63,2016,0.75,-5.99,0.45,4.02,25,4.91,-0.619222,-40.54054,49.59793,95.81844,4.717784,-12.2063,8.25631,10.3085,-2.365169,12.8,6.75,0.670756,-300290
63,2017,1.56,-0.44,0.38,0.79,21,4.95,-0.0454854,-55.91398,18.22155,84.77432,4.835011,11.7227,6.79538,10.7672,-0.1737353,12.53,6.25,0.668968,-123750.9
63,2018,0.06,-26.22,0.04,19.81,19,3.33,-2.710518,-0.5514706,,97.85996,4.454115,-38.0896,6.53299,10.7885,-10.35304,12.2,6,1.5,-583.6281
63,2019,0.04,-14.39,0.05,,15,3.95,-1.48758,-0.3731343,,98.61652,4.310128,-14.3987,4.04155,11.228,-5.681934,13.21,6.5,1,0.852069
63,2020,8.56,13.09,0.06,,12,3.72,1.353191,233.2425,,97.90921,4.460953,15.0825,-7.96461,12.6008,5.168625,17.6,5.25,0.577485,-59458.72
64,2005,221.15,1.27,86.51,55.35,4393,3.77,4.39898,25.60347,50.19223,7.807631,9.435619,497.467,7.92343,10.3661,0.5943779,13.69,6,0.469336,-10110.59
64,2006,166.8,1.28,88.56,47.05,4346,4.25,4.433618,17.01416,52.10613,7.430683,9.612685,17.7066,8.06073,9.80247,0.599058,13.58,6.5,0.432855,-11071.95
64,2007,174.27,1.15,86.53,45.03,4456,5.8,3.983329,14.60796,58.8853,7.635251,9.694156,8.1471,7.66082,9.86212,0.5382162,14.29,7,0.395825,-11301.23
64,2008,237.44,1.37,87.99,55.2,4677,6.37,4.745357,15.9109,56.06034,7.133469,9.869922,17.5766,3.0867,10.5385,0.6411793,15.7,7,0.332679,-11186.36
64,2009,321.79,1.25,88.96,47,4947,8.35,4.329705,16.7247,51.66746,6.855556,10.03705,16.7128,7.86189,11.4597,0.5850176,15.82,5,0.364939,-10537.33
64,2010,378.71,0.67,87.82,81,5244,10.88,2.320722,19.23724,53.4228,6.782545,10.20439,,8.49758,11.0076,0.3135695,15.38,4.25,0.361269,-10443.78
64,2011,291.76,0.72,86.25,67.5,5795,11.99,2.49391,13.80361,54.73784,7.664435,10.36385,15.946,5.24131,11.0845,0.4340577,14.93,6.5,0.379458,-12771.32
64,2012,346.27,0.73,87.02,83.75,6087,8.86,2.528548,12.02711,57.04792,7.153353,10.50017,,5.45639,10.6839,0.4400862,14.18,8.5,0.340454,-11744.67
64,2013,397.64,0.89,86.83,172.33,6339,9.31,3.08275,11.3745,60.70281,6.880157,10.63408,13.391,6.38611,10.2952,0.5365435,13.88,7.9,0.346495,-11722.84
64,2014,505.58,0.71,86.29,210.54,7185,11.06,2.459272,13.23574,60.27262,6.490066,10.75852,12.444,7.41023,10.4409,0.4280291,13.34,7.75,0.312234,-12199.65
64,2015,507,0.91,88.76,223.07,7382,6.65,3.152025,11.78261,61.1151,6.537967,10.85585,9.733,7.99625,10.4283,0.5486007,13,8,0.320426,-12060.43
64,2016,542.86,0.76,89.36,267.18,7795,4.91,2.632461,11.94708,60.00399,6.531962,10.942,8.615,8.25631,10.3085,0.3000882,12.8,6.75,0.363154,-12212.47
64,2017,809.34,0.74,88.59,551.43,7982,4.95,2.563185,17.25458,57.64601,8.030437,11.06724,12.524,6.79538,10.7672,0.2921912,12.53,6.25,0.325852,-12517.85
64,2018,954.34,0.49,89.34,1080.42,8185,3.33,1.697244,18.93806,67.14407,7.687746,11.16157,9.433,6.53299,10.7885,0.1934779,12.2,6,0.335094,-11941.8
64,2019,1001.96,0.64,86.6,763.56,8275,3.95,2.216809,18.38239,69.36261,7.318774,11.27778,11.621,4.04155,11.228,0.2527059,13.21,6.5,0.361246,-12077.35
64,2020,1396.05,0.53,86.16,1108.22,8509,3.72,1.835795,22.88164,68.37341,7.166234,11.33037,5.259,-7.96461,12.6008,0.209272,17.6,5.25,0.327865,-11784.71
65,2005,113.15,1.45,84.62,14.9,2811,3.77,2.931527,21.21655,58.59084,9.649772,8.972698,-235.767,7.92343,10.3661,0.6786205,13.69,6,0.358999,-12720.07
65,2006,120.6,1.65,84.11,,2908,4.25,3.335876,20.21455,61.67305,9.676295,9.105856,13.3158,8.06073,9.80247,0.7722232,13.58,6.5,0.618277,-12308.95
65,2007,119.15,1.53,84.31,,3286,5.8,3.093266,15.00497,63.54792,9.596165,9.312808,20.6952,7.66082,9.86212,0.7160615,14.29,7,0.74758,-12156.37
65,2008,182.93,1.63,86.06,,3580,6.37,3.295441,17.04671,64.60612,8.16017,9.587614,27.4806,3.0867,10.5385,0.762863,15.7,7,0.465825,-10919.66
65,2009,265.21,1.49,88.52,,3941,8.35,3.012397,18.24379,61.01658,7.913901,9.744535,15.6921,7.86189,11.4597,0.697341,15.82,5,0.411289,-10227.41
65,2010,246.98,1.76,87.86,,4175,10.88,3.558267,14.91182,61.30458,7.385453,9.995827,25.1292,8.49758,11.0076,0.8237048,15.38,4.25,0.464364,-11486.87
65,2011,264.33,1.71,87.59,,4572,11.99,3.45718,12.88516,63.11625,7.491735,10.24796,25.2133,5.24131,11.0845,1.030887,14.93,6.5,0.512448,-11851.74
65,2012,350.15,1.56,85.32,,5673,8.86,3.153919,11.37235,63.6356,7.196035,10.53569,,5.45639,10.6839,0.9404582,14.18,8.5,0.467181,-11410.32
65,2013,452.56,1.35,82.71,,6730,9.31,2.729353,11.50735,63.08158,6.601689,10.75221,21.652,6.38611,10.2952,0.8138582,13.88,7.9,0.438973,-11768.07
65,2014,564.45,0.86,84.9,,7339,11.06,1.738699,12.0866,65.949,6.453517,10.85017,9.796,7.41023,10.4409,0.5184578,13.34,7.75,0.416121,-12145.91
65,2015,580.84,0.88,84.08,,7197,6.65,1.779134,11.89773,67.93463,7.988394,10.88092,3.075,7.99625,10.4283,0.5305149,13,8,0.502421,-12356.86
65,2016,706.78,1.03,84.9,,7211,4.91,2.082395,14.23499,66.26187,7.752771,10.98503,10.411,8.25631,10.3085,0.4066985,12.8,6.75,0.46581,-12221.26
65,2017,782.22,1,86.88,,7400,4.95,2.021743,15.27887,66.18555,8.147377,11.03178,4.675,6.79538,10.7672,0.3948529,12.53,6.25,0.45335,-12292.8
65,2018,899.93,0.53,84.98,,7956,3.33,1.071524,17.37699,66.9244,9.357718,11.11157,7.979,6.53299,10.7885,0.209272,12.2,6,0.50859,-12413.3
65,2019,962.77,0.31,86.34,,7663,3.95,0.6267403,18.64468,70.06163,9.262749,11.14678,3.521,4.04155,11.228,0.1224044,13.21,6.5,0.5107,-13031.51
65,2020,1154.62,0.32,86.52,,7935,3.72,0.6469577,21.37041,67.51515,9.666749,11.13135,-1.543,-7.96461,12.6008,0.1263529,17.6,5.25,0.425669,-12747.06
66,2005,4.36,1,7.56,,20,3.77,0.6871142,18.84998,65.11143,19.21434,6.503105,-462.824,7.92343,10.3661,0.4680141,13.69,6,1.11091,-13371.82
66,2006,5.04,1.21,8.21,,19,4.25,0.8314083,14.49942,65.28613,21.0218,6.472486,-3.0619,8.06073,9.80247,0.5662971,13.58,6.5,1.69217,-11527.35
66,2007,7.18,1.7,8.68,,18,5.8,1.168094,16.7444,60.49357,23.63068,6.430332,-4.2154,7.66082,9.86212,0.795624,14.29,7,0.641732,-9641.563
66,2008,7.68,1.63,10.15,,19,6.37,1.119996,18.27701,60.67311,25.85827,6.665697,23.5365,3.0867,10.5385,0.762863,15.7,7,0.564334,-9664.002
66,2009,13.37,1.64,8.34,,24,8.35,1.126867,25.1127,72.30758,22.56779,6.875707,21.001,7.86189,11.4597,0.7675431,15.82,5,0.580604,-8883.867
66,2010,15.27,-0.25,8.11,33.06,24,10.88,-0.1717786,39.36582,63.40098,30.79099,6.556324,-31.9383,8.49758,11.0076,-0.1170035,15.38,4.25,0.777492,-9363.063
66,2011,10.84,-1.72,6.06,45.73,25,11.99,-1.181836,39.33237,66.37556,22.38751,6.806221,24.9897,5.24131,11.0845,-1.036916,14.93,6.5,0.569121,-12367.77
66,2012,17.86,1.2,6.7,,24,8.86,0.8245371,37.62376,77.51633,18.85849,7.043439,,5.45639,10.6839,0.7234294,14.18,8.5,0.632638,-9877.617
66,2013,24.13,1.31,7.82,17.43,28,9.31,0.9001196,37.81539,74.81722,22.65584,6.923875,-11.9564,6.38611,10.2952,0.7897438,13.88,7.9,0.639939,-9472.965
66,2014,19.42,2.72,7.77,,30,11.06,1.868951,30.47709,72.2094,27.21014,6.85019,-7.3685,7.41023,10.4409,1.639773,13.34,7.75,0.426873,-10877.7
66,2015,12.32,-1.47,10.17,,26,6.65,-1.010058,28.44608,66.37842,45.45085,6.293789,-55.6401,7.99625,10.4283,-0.8862011,13,8,0.874617,-19853.58
66,2016,13.19,2.95,8.74,0.67,,4.91,2.026987,51.64447,,60.80406,6.05931,-23.4479,8.25631,10.3085,1.164816,12.8,6.75,0.702137,-15683.94
67,2016,10.77,1.21,24.15,,16,4.91,1.485306,52.12972,24.42049,46.24901,6.509797,45.0487,8.25631,10.3085,0.4777721,12.8,6.75,0.945635,-15887.01
67,2017,15.1,1.63,22.15,,17,4.95,2.000866,39.84169,22.93671,67.27155,6.885684,37.5887,6.79538,10.7672,0.6436103,12.53,6.25,0.809492,-12531.16
67,2018,9.47,1.96,34.89,,24,3.33,2.40595,17.30945,22.14808,55.63261,7.107728,22.2044,6.53299,10.7885,0.7739118,12.2,6,0.766211,-12515.11
67,2019,16.18,0.1,45.5,22.11,26,3.95,0.1227525,20.74625,28.348,39.5329,7.450806,34.3078,4.04155,11.228,0.0394853,13.21,6.5,0.81292,-11115.22
67,2020,17.73,0.3,50.9,10.64,44,3.72,0.3682576,19.12003,40.30781,30.30091,7.724199,27.3393,-7.96461,12.6008,0.1184559,17.6,5.25,0.749721,-12974.46
68,2020,0.24,0.04,44.48,,24,3.72,,3.934426,21.1517,54.58057,6.480704,-124.35,-7.96461,12.6008,0.0157941,17.6,5.25,0.40625,-186751.8
69,2005,132.43,1.56,66.02,15.75,2099,3.77,4.702757,40.34548,61.68002,11.62222,8.781535,230.083,7.92343,10.3661,0.7301019,13.69,6,0.456188,-18022.68
69,2006,218.07,1.39,64.53,37.49,3597,4.25,4.190278,39.68589,62.388,8.496757,9.227741,44.6206,8.06073,9.80247,0.6505396,13.58,6.5,0.670263,-18690.09
69,2007,318.65,0.94,55.23,123.1,5437,5.8,2.833713,31.08629,54.85232,8.344891,9.89925,67.1509,7.66082,9.86212,0.4399332,14.29,7,0.452701,-17525.55
69,2008,463.46,1.1,58.01,143.69,9058,6.37,3.316047,23.41357,54.93085,12.69308,10.25105,35.18,3.0867,10.5385,0.5148155,15.7,7,0.571071,-16952.73
69,2009,273.63,1.03,54.49,253.25,8227,8.35,3.105026,12.77242,57.90407,13.60249,10.26507,1.402,7.86189,11.4597,0.4820545,15.82,5,0.966568,-20632.22
69,2010,628.24,1.72,63.81,465.29,8804,10.88,5.185092,23.3159,55.49437,12.12705,10.5304,,8.49758,11.0076,0.8049843,15.38,4.25,0.434055,-15141.55
69,2011,780.53,1.77,57.54,100.74,10400,11.99,5.335821,22.84275,57.67733,13.43815,10.83665,30.625,5.24131,11.0845,1.067058,14.93,6.5,0.447326,-15555.46
69,2012,977.35,1.83,58.68,48.75,12540,8.86,5.516696,18.36175,59.51141,12.15342,11.09235,25.57,5.45639,10.6839,1.10323,14.18,8.5,0.41271,-13817.67
69,2013,1160.66,1.81,60.97,163.41,12898,9.31,5.456405,16.59646,57.91235,11.30849,11.33492,24.257,6.38611,10.2952,1.091173,13.88,7.9,0.449859,-13499.63
69,2014,1399.71,1.8,67.45,132.64,16086,11.06,5.426259,18.35873,60.54395,14.02473,11.38037,4.545,7.41023,10.4409,1.085144,13.34,7.75,0.422995,-13558.83
69,2015,2028.45,1.98,70.61,193.54,18335,6.65,5.968885,23.88213,62.40866,13.34195,11.57131,19.094,7.99625,10.4283,1.193659,13,8,0.417339,-13665.35
69,2016,2612.23,1.19,72.11,706.45,31410,4.91,3.58736,19.31423,61.72132,12.46359,12.1666,59.529,8.25631,10.3085,0.469875,12.8,6.75,0.495393,-15047.15
69,2017,3477.16,1.73,73.36,614.41,33013,4.95,5.215238,22.35023,63.41496,12.8701,12.27648,10.988,6.79538,10.7672,0.6830956,12.53,6.25,0.422778,-13440.75
69,2018,4052.21,1.73,72.71,624.81,35717,3.33,5.215238,23.3221,64.0606,14.14839,12.48723,21.075,6.53299,10.7885,0.6830956,12.2,6,0.501558,-13461.64
69,2019,4657.18,1.69,72.36,844.15,41626,3.95,5.094654,22.14285,65.89148,13.74256,12.65131,16.408,4.04155,11.228,0.6673015,13.21,6.5,0.579041,-13391.25
69,2020,5372.11,1.87,72.95,1405.55,49726,3.72,5.63728,22.90801,60.99852,13.60665,12.79456,14.325,-7.96461,12.6008,0.738375,17.6,5.25,0.524566,-13710.75
70,2005,0.27,0.03,45.46,,11,3.77,0.0265481,17.19745,21.39559,52.22266,4.32823,-846.633,7.92343,10.3661,0.0140404,13.69,6,0.585734,-56436.58
70,2006,6.16,5.37,42.61,,11,4.25,4.752101,83.24324,13.61873,54.61718,4.347953,1.9723,8.06073,9.80247,2.513236,13.58,6.5,0.897387,-10609.97
70,2007,0.41,1.72,52.6,,10,5.8,1.522088,11.08108,11.16692,46.66595,4.538817,19.0864,7.66082,9.86212,0.8049843,14.29,7,0.649613,-25808.35
70,2008,0.85,1.9,63.27,,10,6.37,1.681377,14.09619,6.98988,34.93371,4.847881,30.9064,3.0867,10.5385,0.8892268,15.7,7,0.508374,-16758.79
70,2009,0.94,1.36,67.88,,10,8.35,1.203512,11.76471,6.082102,29.49097,5.025524,,7.86189,11.4597,0.6364992,15.82,5,0.502037,-16691.02
70,2010,1.08,0.52,69.72,,10,10.88,0.4601662,21.30177,3.342255,28.91181,5.031679,0.6155,8.49758,11.0076,0.2433673,15.38,4.25,0.53918,-24732.18
70,2011,1.67,1.67,68.49,,10,11.99,1.477842,22.2964,7.780792,27.31241,5.132971,10.1292,5.24131,11.0845,1.006773,14.93,6.5,0.512962,-16719.2
70,2012,1.98,2.12,73.5,,10,8.86,1.876062,17.32283,4.799795,24.63039,5.271974,13.9003,5.45639,10.6839,1.278059,14.18,8.5,0.583716,-12957.79
70,2013,1.54,1.82,77.14,,10,9.31,1.610582,10.65007,6.726363,20.62892,5.471725,19.9751,6.38611,10.2952,1.097201,13.88,7.9,0.638936,-13259.6
70,2014,1.45,2.08,78.04,,10,11.06,1.840665,8.386351,4.728559,19.97936,5.603336,13.1611,7.41023,10.4409,1.253944,13.34,7.75,0.639857,-12893.68
70,2015,1.35,2.31,80.6,,10,6.65,2.0442,6.094808,1.75649,17.49636,5.858305,25.4969,7.99625,10.4283,1.392602,13,8,0.375802,-11992.56
70,2016,0.74,1.6,81.33,,9,4.91,1.415896,3.046521,0.7114143,16.56474,6.017254,15.8949,8.25631,10.3085,0.6317647,12.8,6.75,0.586925,-12428.28
70,2017,0.58,1.62,81.61,,11,4.95,1.433595,2.287066,1.639598,16.57078,6.113549,9.6295,6.79538,10.7672,0.6396618,12.53,6.25,0.99346,-12589.6
70,2018,0.55,1.33,81.75,,9,3.33,1.176964,2.249489,0.5242972,16.50414,6.194773,,6.53299,10.7885,0.5251544,12.2,6,0.995372,-12829.97
70,2019,0.68,1.46,86.41,,10,3.95,1.292005,2.414773,0.7320336,11.89411,6.259964,6.5191,4.04155,11.228,0.5764853,13.21,6.5,0.879325,-13497.44
70,2020,1.1,1.02,86.65,,12,3.72,0.9026338,4.521167,0.3442796,11.72442,6.270308,1.0344,-7.96461,12.6008,0.40275,17.6,5.25,0.783306,-14880.79
71,2005,38.32,0.08,86.25,20.58,1928,3.77,0.0708735,15.56142,57.17969,5.67403,8.307306,203.7,7.92343,10.3661,0.0374411,13.69,6,0.717578,-14905.51
71,2006,34.94,0.53,88.15,,1873,4.25,0.4695367,13.62289,60.02423,5.916396,8.500937,19.3631,8.06073,9.80247,0.2480475,13.58,6.5,1.37315,-15952.22
71,2007,56.72,0.33,86.15,,1926,5.8,0.2923531,15.21622,62.00166,6.797751,8.670219,16.9282,7.66082,9.86212,0.1544447,14.29,7,0.489054,-12820.78
71,2008,82.48,0.41,86.17,,2078,6.37,0.3632265,17.47124,59.17845,6.405545,8.782722,11.2503,3.0867,10.5385,0.1918858,15.7,7,0.260954,-11795.15
71,2009,106.99,0.71,88.6,,2433,8.35,0.629002,17.45607,63.02885,5.461479,9.024931,24.2209,7.86189,11.4597,0.33229,15.82,5,0.290969,-11815.52
71,2010,103.56,0.33,86.55,119.27,2655,10.88,0.2923531,12.53146,59.86399,7.047311,9.257822,23.2891,8.49758,11.0076,0.1544447,15.38,4.25,0.3702,-12263.49
71,2011,137.02,0.91,83.82,56.64,2626,11.99,0.8061858,14.0721,60.8549,6.709405,9.495608,23.7786,5.24131,11.0845,0.5486007,14.93,6.5,0.3963,-12156.67
71,2012,157.93,0.73,87.32,45.43,3054,8.86,0.6467205,11.4155,63.03756,5.929454,9.690472,19.4864,5.45639,10.6839,0.4400862,14.18,8.5,0.408188,-12188.69
71,2013,197.07,0.54,88.41,64.52,3149,9.31,0.4783959,12.16707,66.24222,5.741543,9.779436,8.8964,6.38611,10.2952,0.3255433,13.88,7.9,0.35385,-11961.87
71,2014,203.59,0.32,89.93,178.32,3082,11.06,0.2834939,11.26711,62.40814,5.101423,9.935618,15.6182,7.41023,10.4409,0.1929145,13.34,7.75,0.358311,-12181.14
71,2015,284.03,0.61,88.9,109.72,3459,6.65,0.5404102,13.81281,66.18793,6.298775,10.11478,17.9162,7.99625,10.4283,0.3677433,13,8,0.329074,-11788.21
71,2016,304.53,0.69,88.7,176.76,3565,4.91,0.6112837,13.06928,68.51556,6.15124,10.26362,14.884,8.25631,10.3085,0.2724485,12.8,6.75,0.349647,-12318.65
71,2017,502.77,0.83,86.69,235.49,4043,4.95,0.7353122,18.6345,67.32614,6.061448,10.47007,20.645,6.79538,10.7672,0.3277279,12.53,6.25,0.374987,-11478.11
71,2018,346.81,-1.57,82.39,1302.13,4623,3.33,-1.390892,13.30609,63.73656,5.757393,10.60731,,6.53299,10.7885,-0.6199191,12.2,6,0.342692,-13794.51
71,2019,250.32,-2.32,88.6,878.57,4557,3.95,-2.055331,11.03806,60.83387,5.72708,10.40566,-20.165,4.04155,11.228,-0.9160588,13.21,6.5,0.537184,-15802.69
71,2020,351.34,-2.61,87.8,1002.08,4273,3.72,-2.312247,19.92277,56.62174,5.035764,10.10322,-30.244,-7.96461,12.6008,-1.030566,17.6,5.25,0.34779,-16053.57
72,2005,1.15,,86.87,4.49,1163,3.77,,0.8375819,55.35916,7.261042,7.826104,-227.712,7.92343,10.3661,,13.69,6,820.8,-20185.22
72,2006,15.79,0.17,87.67,,1163,4.25,0.3163373,12.0811,54.66233,7.033709,7.863013,3.6909,8.06073,9.80247,0.0795624,13.58,6.5,1.55708,-19977.01
72,2007,15.27,-0.59,85.68,,1163,5.8,-1.097876,10.37294,46.57214,8.365706,7.689586,-17.3427,7.66082,9.86212,-0.2761283,14.29,7,2.19009,-16595.31
73,2005,3.68,1.1,79.92,,10,3.77,0.5250795,12.76006,5.583152,17.49011,5.817677,-187.191,7.92343,10.3661,0.5148155,13.69,6,0.666064,-10147.95
73,2006,6.9,1.3,24.2,,10,4.25,0.6205485,29.60103,34.63883,70.58691,4.484132,-133.355,8.06073,9.80247,0.6084183,13.58,6.5,0.432109,-8556.83
73,2007,7.91,8.19,31.89,,16,5.8,3.909456,79.89899,29.68127,65.99963,4.704473,22.0341,7.66082,9.86212,3.833035,14.29,7,0.557415,-12353.92
73,2008,9.68,8.82,26.75,,15,6.37,4.210183,81.34454,34.84978,69.99829,4.763541,5.9068,3.0867,10.5385,4.127884,15.7,7,0.736998,-11056.65
73,2009,10.35,4.43,18.97,,16,8.35,2.114639,107.1429,8.870529,79.41711,4.701752,-6.1789,7.86189,11.4597,2.073303,15.82,5,0.679819,-14522.98
73,2010,13.12,3.35,29.44,,16,10.88,1.599106,131.0689,39.24705,64.07767,4.964033,26.2281,8.49758,11.0076,1.567847,15.38,4.25,0.634461,-19918.34
73,2011,16.8,5.03,36.58,,13,11.99,2.401046,121.563,25.21049,60.74436,5.099257,13.5224,5.24131,11.0845,3.032375,14.93,6.5,0.614726,-16303.31
73,2012,22.23,5.76,40.45,,14,8.86,2.749508,139.7234,27.07503,56.53705,5.263363,16.4106,5.45639,10.6839,3.472461,14.18,8.5,0.649562,-20585.77
73,2013,20.59,5.61,48.44,,12,9.31,2.677906,105.9156,22.20149,49.01038,5.507606,24.4243,6.38611,10.2952,3.382033,13.88,7.9,0.796502,-13768.83
73,2014,29.3,5.28,38.39,,14,11.06,2.520382,110.9848,55.42494,42.0064,5.773215,26.5609,7.41023,10.4409,3.18309,13.34,7.75,0.813414,-14605.39
